"RespondentID","ChoiceSet","Alt","WaitTime","UrbanRural","Trust","VaccineOrigin","Efficacy","Choice"
14,3,"A",2,0,3,0,0.95,1
14,3,"B",3,0,3,1,0.9,0
14,3,"C",0,0,3,0,0,0
14,4,"A",3,0,3,0,0.95,1
14,4,"B",1,0,3,1,0.9,0
14,4,"C",0,0,3,0,0,0
14,5,"A",3,0,3,0,0.7,0
14,5,"B",1,0,3,1,0.7,1
14,5,"C",0,0,3,0,0,0
14,6,"A",1,0,3,0,0.9,0
14,6,"B",6,0,3,0,0.95,1
14,6,"C",0,0,3,0,0,0
15,1,"A",6,1,3,0,0.5,0
15,1,"B",1,1,3,0,0.5,1
15,1,"C",0,1,3,0,0,0
15,2,"A",2,1,3,1,0.5,1
15,2,"B",6,1,3,0,0.95,0
15,2,"C",0,1,3,0,0,0
15,3,"A",3,1,3,0,0.5,0
15,3,"B",3,1,3,1,0.95,1
15,3,"C",0,1,3,0,0,0
15,4,"A",1,1,3,1,0.9,1
15,4,"B",3,1,3,0,0.95,0
15,4,"C",0,1,3,0,0,0
15,5,"A",3,1,3,0,0.95,0
15,5,"B",2,1,3,1,0.9,1
15,5,"C",0,1,3,0,0,0
15,6,"A",2,1,3,1,0.5,0
15,6,"B",2,1,3,1,0.7,1
15,6,"C",0,1,3,0,0,0
16,1,"A",1,1,3,1,0.9,1
16,1,"B",1,1,3,0,0.5,0
16,1,"C",0,1,3,0,0,0
16,2,"A",1,1,3,1,0.9,1
16,2,"B",6,1,3,0,0.95,0
16,2,"C",0,1,3,0,0,0
16,3,"A",6,1,3,1,0.7,0
16,3,"B",3,1,3,0,0.95,1
16,3,"C",0,1,3,0,0,0
16,4,"A",6,1,3,1,0.95,1
16,4,"B",1,1,3,0,0.7,0
16,4,"C",0,1,3,0,0,0
16,5,"A",2,1,3,0,0.7,0
16,5,"B",3,1,3,0,0.95,1
16,5,"C",0,1,3,0,0,0
16,6,"A",2,1,3,1,0.5,1
16,6,"B",6,1,3,0,0.7,0
16,6,"C",0,1,3,0,0,0
17,1,"A",6,1,4,1,0.7,0
17,1,"B",1,1,4,0,0.7,1
17,1,"C",0,1,4,0,0,0
17,2,"A",6,1,4,0,0.9,0
17,2,"B",6,1,4,0,0.9,1
17,2,"C",0,1,4,0,0,0
17,3,"A",1,1,4,1,0.9,1
17,3,"B",2,1,4,0,0.5,0
17,3,"C",0,1,4,0,0,0
17,4,"A",3,1,4,1,0.95,1
17,4,"B",3,1,4,1,0.5,0
17,4,"C",0,1,4,0,0,0
17,5,"A",3,1,4,0,0.95,1
17,5,"B",3,1,4,1,0.9,0
17,5,"C",0,1,4,0,0,0
17,6,"A",3,1,4,0,0.7,1
17,6,"B",3,1,4,1,0.5,0
17,6,"C",0,1,4,0,0,0
18,1,"A",6,1,5,0,0.9,0
18,1,"B",1,1,5,0,0.9,1
18,1,"C",0,1,5,0,0,0
18,2,"A",1,1,5,1,0.95,1
18,2,"B",6,1,5,0,0.9,0
18,2,"C",0,1,5,0,0,0
18,3,"A",2,1,5,0,0.95,0
18,3,"B",1,1,5,1,0.7,0
18,3,"C",0,1,5,0,0,1
18,4,"A",2,1,5,0,0.95,0
18,4,"B",1,1,5,1,0.7,1
18,4,"C",0,1,5,0,0,0
18,5,"A",6,1,5,1,0.7,0
18,5,"B",6,1,5,0,0.9,1
18,5,"C",0,1,5,0,0,0
18,6,"A",6,1,5,1,0.5,0
18,6,"B",2,1,5,1,0.9,1
18,6,"C",0,1,5,0,0,0
19,1,"A",3,1,4,1,0.95,1
19,1,"B",6,1,4,0,0.7,0
19,1,"C",0,1,4,0,0,0
19,2,"A",6,1,4,1,0.7,0
19,2,"B",6,1,4,0,0.95,1
19,2,"C",0,1,4,0,0,0
19,3,"A",1,1,4,0,0.9,1
19,3,"B",2,1,4,1,0.9,0
19,3,"C",0,1,4,0,0,0
19,4,"A",1,1,4,1,0.7,1
19,4,"B",2,1,4,1,0.7,0
19,4,"C",0,1,4,0,0,0
19,5,"A",6,1,4,1,0.5,0
19,5,"B",2,1,4,0,0.9,1
19,5,"C",0,1,4,0,0,0
19,6,"A",6,1,4,0,0.9,0
19,6,"B",2,1,4,1,0.9,1
19,6,"C",0,1,4,0,0,0
20,1,"A",1,1,3,0,0.95,1
20,1,"B",1,1,3,1,0.5,0
20,1,"C",0,1,3,0,0,0
20,2,"A",3,1,3,0,0.9,0
20,2,"B",6,1,3,1,0.95,1
20,2,"C",0,1,3,0,0,0
20,3,"A",1,1,3,0,0.5,1
20,3,"B",1,1,3,1,0.7,0
20,3,"C",0,1,3,0,0,0
20,4,"A",6,1,3,1,0.9,1
20,4,"B",6,1,3,0,0.5,0
20,4,"C",0,1,3,0,0,0
20,5,"A",2,1,3,0,0.7,0
20,5,"B",6,1,3,0,0.95,1
20,5,"C",0,1,3,0,0,0
20,6,"A",2,1,3,0,0.9,0
20,6,"B",2,1,3,0,0.5,1
20,6,"C",0,1,3,0,0,0
21,1,"A",1,1,4,0,0.95,1
21,1,"B",3,1,4,1,0.9,0
21,1,"C",0,1,4,0,0,0
21,2,"A",3,1,4,1,0.95,1
21,2,"B",1,1,4,1,0.95,0
21,2,"C",0,1,4,0,0,0
21,3,"A",3,1,4,1,0.5,0
21,3,"B",3,1,4,1,0.7,1
21,3,"C",0,1,4,0,0,0
21,4,"A",3,1,4,0,0.9,0
21,4,"B",2,1,4,0,0.9,1
21,4,"C",0,1,4,0,0,0
21,5,"A",1,1,4,1,0.5,0
21,5,"B",1,1,4,0,0.9,1
21,5,"C",0,1,4,0,0,0
21,6,"A",3,1,4,1,0.5,1
21,6,"B",6,1,4,0,0.9,0
21,6,"C",0,1,4,0,0,0
22,1,"A",1,1,3,1,0.5,1
22,1,"B",1,1,3,1,0.9,0
22,1,"C",0,1,3,0,0,0
22,2,"A",1,1,3,0,0.7,1
22,2,"B",3,1,3,1,0.5,0
22,2,"C",0,1,3,0,0,0
22,3,"A",1,1,3,1,0.7,0
22,3,"B",1,1,3,1,0.9,1
22,3,"C",0,1,3,0,0,0
22,4,"A",2,1,3,1,0.9,0
22,4,"B",6,1,3,1,0.9,1
22,4,"C",0,1,3,0,0,0
22,5,"A",3,1,3,1,0.9,0
22,5,"B",6,1,3,0,0.7,1
22,5,"C",0,1,3,0,0,0
22,6,"A",3,1,3,0,0.5,0
22,6,"B",1,1,3,1,0.5,1
22,6,"C",0,1,3,0,0,0
23,1,"A",1,1,3,1,0.9,1
23,1,"B",2,1,3,1,0.95,0
23,1,"C",0,1,3,0,0,0
23,2,"A",3,1,3,0,0.95,0
23,2,"B",6,1,3,0,0.95,1
23,2,"C",0,1,3,0,0,0
23,3,"A",1,1,3,1,0.7,0
23,3,"B",2,1,3,1,0.95,1
23,3,"C",0,1,3,0,0,0
23,4,"A",1,1,3,0,0.5,0
23,4,"B",3,1,3,0,0.9,1
23,4,"C",0,1,3,0,0,0
23,5,"A",6,1,3,1,0.95,0
23,5,"B",1,1,3,0,0.95,1
23,5,"C",0,1,3,0,0,0
23,6,"A",6,1,3,1,0.95,0
23,6,"B",2,1,3,0,0.5,1
23,6,"C",0,1,3,0,0,0
24,1,"A",1,1,4,1,0.9,1
24,1,"B",3,1,4,1,0.9,0
24,1,"C",0,1,4,0,0,0
24,2,"A",6,1,4,0,0.5,0
24,2,"B",2,1,4,0,0.7,1
24,2,"C",0,1,4,0,0,0
24,3,"A",1,1,4,1,0.95,0
24,3,"B",2,1,4,1,0.5,1
24,3,"C",0,1,4,0,0,0
24,4,"A",6,1,4,0,0.5,0
24,4,"B",1,1,4,1,0.95,1
24,4,"C",0,1,4,0,0,0
24,5,"A",3,1,4,1,0.9,0
24,5,"B",1,1,4,1,0.9,1
24,5,"C",0,1,4,0,0,0
24,6,"A",3,1,4,0,0.9,1
24,6,"B",3,1,4,1,0.7,0
24,6,"C",0,1,4,0,0,0
25,1,"A",2,1,4,1,0.95,1
25,1,"B",1,1,4,0,0.7,0
25,1,"C",0,1,4,0,0,0
25,2,"A",6,1,4,1,0.9,0
25,2,"B",2,1,4,0,0.7,0
25,2,"C",0,1,4,0,0,1
25,3,"A",2,1,4,1,0.5,1
25,3,"B",3,1,4,0,0.9,0
25,3,"C",0,1,4,0,0,0
25,4,"A",6,1,4,0,0.95,1
25,4,"B",2,1,4,0,0.5,0
25,4,"C",0,1,4,0,0,0
25,5,"A",6,1,4,1,0.5,0
25,5,"B",1,1,4,1,0.95,1
25,5,"C",0,1,4,0,0,0
25,6,"A",6,1,4,1,0.9,0
25,6,"B",2,1,4,1,0.5,1
25,6,"C",0,1,4,0,0,0
26,1,"A",2,1,4,0,0.7,1
26,1,"B",1,1,4,0,0.7,0
26,1,"C",0,1,4,0,0,0
26,2,"A",3,1,4,1,0.7,1
26,2,"B",3,1,4,0,0.95,0
26,2,"C",0,1,4,0,0,0
26,3,"A",3,1,4,1,0.7,1
26,3,"B",6,1,4,0,0.5,0
26,3,"C",0,1,4,0,0,0
26,4,"A",1,1,4,1,0.95,1
26,4,"B",3,1,4,1,0.95,0
26,4,"C",0,1,4,0,0,0
26,5,"A",3,1,4,1,0.7,0
26,5,"B",2,1,4,0,0.9,1
26,5,"C",0,1,4,0,0,0
26,6,"A",6,1,4,1,0.7,0
26,6,"B",3,1,4,1,0.9,1
26,6,"C",0,1,4,0,0,0
27,1,"A",3,1,4,1,0.7,1
27,1,"B",6,1,4,0,0.5,0
27,1,"C",0,1,4,0,0,0
27,2,"A",6,1,4,1,0.95,0
27,2,"B",6,1,4,1,0.5,1
27,2,"C",0,1,4,0,0,0
27,3,"A",3,1,4,0,0.7,0
27,3,"B",1,1,4,1,0.9,1
27,3,"C",0,1,4,0,0,0
27,4,"A",6,1,4,1,0.5,0
27,4,"B",2,1,4,1,0.95,1
27,4,"C",0,1,4,0,0,0
27,5,"A",3,1,4,0,0.95,1
27,5,"B",6,1,4,1,0.5,0
27,5,"C",0,1,4,0,0,0
27,6,"A",2,1,4,1,0.7,0
27,6,"B",6,1,4,0,0.5,1
27,6,"C",0,1,4,0,0,0
28,1,"A",3,1,3,0,0.7,1
28,1,"B",6,1,3,1,0.7,0
28,1,"C",0,1,3,0,0,0
28,2,"A",6,1,3,0,0.95,0
28,2,"B",3,1,3,1,0.7,1
28,2,"C",0,1,3,0,0,0
28,3,"A",3,1,3,0,0.9,1
28,3,"B",1,1,3,1,0.9,0
28,3,"C",0,1,3,0,0,0
28,4,"A",3,1,3,1,0.95,0
28,4,"B",1,1,3,1,0.5,1
28,4,"C",0,1,3,0,0,0
28,5,"A",6,1,3,1,0.9,0
28,5,"B",6,1,3,0,0.5,1
28,5,"C",0,1,3,0,0,0
28,6,"A",2,1,3,1,0.9,0
28,6,"B",1,1,3,1,0.95,1
28,6,"C",0,1,3,0,0,0
29,1,"A",3,1,3,1,0.95,1
29,1,"B",3,1,3,1,0.5,0
29,1,"C",0,1,3,0,0,0
29,2,"A",3,1,3,0,0.5,0
29,2,"B",2,1,3,0,0.5,1
29,2,"C",0,1,3,0,0,0
29,3,"A",1,1,3,1,0.95,0
29,3,"B",1,1,3,1,0.5,1
29,3,"C",0,1,3,0,0,0
29,4,"A",6,1,3,0,0.9,0
29,4,"B",1,1,3,1,0.95,1
29,4,"C",0,1,3,0,0,0
29,5,"A",3,1,3,0,0.7,0
29,5,"B",2,1,3,1,0.7,1
29,5,"C",0,1,3,0,0,0
29,6,"A",1,1,3,0,0.7,1
29,6,"B",6,1,3,1,0.7,0
29,6,"C",0,1,3,0,0,0
30,1,"A",6,1,2,0,0.7,1
30,1,"B",3,1,2,0,0.95,0
30,1,"C",0,1,2,0,0,0
30,2,"A",1,1,2,0,0.5,0
30,2,"B",3,1,2,1,0.95,1
30,2,"C",0,1,2,0,0,0
30,3,"A",3,1,2,0,0.5,0
30,3,"B",1,1,2,1,0.7,1
30,3,"C",0,1,2,0,0,0
30,4,"A",6,1,2,1,0.9,1
30,4,"B",2,1,2,1,0.7,0
30,4,"C",0,1,2,0,0,0
30,5,"A",2,1,2,0,0.95,0
30,5,"B",3,1,2,1,0.9,1
30,5,"C",0,1,2,0,0,0
30,6,"A",6,1,2,0,0.9,0
30,6,"B",6,1,2,1,0.7,0
30,6,"C",0,1,2,0,0,1
31,1,"A",3,0,4,0,0.5,0
31,1,"B",6,0,4,1,0.5,1
31,1,"C",0,0,4,0,0,0
31,2,"A",2,0,4,0,0.95,1
31,2,"B",2,0,4,1,0.5,0
31,2,"C",0,0,4,0,0,0
31,3,"A",3,0,4,1,0.7,0
31,3,"B",2,0,4,1,0.5,1
31,3,"C",0,0,4,0,0,0
31,4,"A",2,0,4,0,0.9,1
31,4,"B",6,0,4,1,0.95,0
31,4,"C",0,0,4,0,0,0
31,5,"A",2,0,4,1,0.7,1
31,5,"B",6,0,4,1,0.7,0
31,5,"C",0,0,4,0,0,0
31,6,"A",1,0,4,0,0.5,0
31,6,"B",1,0,4,1,0.9,1
31,6,"C",0,0,4,0,0,0
32,1,"A",6,1,5,0,0.95,0
32,1,"B",6,1,5,1,0.5,0
32,1,"C",0,1,5,0,0,1
32,2,"A",1,1,5,0,0.5,0
32,2,"B",3,1,5,0,0.7,1
32,2,"C",0,1,5,0,0,0
32,3,"A",1,1,5,1,0.7,1
32,3,"B",6,1,5,1,0.5,0
32,3,"C",0,1,5,0,0,0
32,4,"A",1,1,5,0,0.9,1
32,4,"B",6,1,5,0,0.7,0
32,4,"C",0,1,5,0,0,0
32,5,"A",3,1,5,1,0.9,0
32,5,"B",2,1,5,0,0.5,1
32,5,"C",0,1,5,0,0,0
32,6,"A",3,1,5,1,0.7,0
32,6,"B",2,1,5,1,0.95,1
32,6,"C",0,1,5,0,0,0
33,1,"A",1,0,2,0,0.9,1
33,1,"B",6,0,2,1,0.5,0
33,1,"C",0,0,2,0,0,0
33,2,"A",1,0,2,0,0.9,1
33,2,"B",6,0,2,1,0.5,0
33,2,"C",0,0,2,0,0,0
33,3,"A",2,0,2,0,0.9,1
33,3,"B",6,0,2,0,0.9,0
33,3,"C",0,0,2,0,0,0
33,4,"A",2,0,2,0,0.95,1
33,4,"B",6,0,2,1,0.9,0
33,4,"C",0,0,2,0,0,0
33,5,"A",3,0,2,1,0.7,1
33,5,"B",6,0,2,1,0.7,0
33,5,"C",0,0,2,0,0,0
33,6,"A",1,0,2,0,0.9,1
33,6,"B",3,0,2,1,0.7,0
33,6,"C",0,0,2,0,0,0
34,1,"A",2,1,4,1,0.5,0
34,1,"B",2,1,4,0,0.7,1
34,1,"C",0,1,4,0,0,0
34,2,"A",2,1,4,0,0.9,0
34,2,"B",3,1,4,0,0.9,1
34,2,"C",0,1,4,0,0,0
34,3,"A",2,1,4,1,0.7,1
34,3,"B",1,1,4,0,0.9,0
34,3,"C",0,1,4,0,0,0
34,4,"A",6,1,4,1,0.5,1
34,4,"B",6,1,4,0,0.7,0
34,4,"C",0,1,4,0,0,0
34,5,"A",2,1,4,0,0.5,1
34,5,"B",2,1,4,1,0.7,0
34,5,"C",0,1,4,0,0,0
34,6,"A",6,1,4,0,0.7,1
34,6,"B",3,1,4,0,0.5,0
34,6,"C",0,1,4,0,0,0
35,1,"A",2,1,4,1,0.9,1
35,1,"B",6,1,4,1,0.5,0
35,1,"C",0,1,4,0,0,0
35,2,"A",1,1,4,1,0.5,0
35,2,"B",3,1,4,1,0.7,0
35,2,"C",0,1,4,0,0,1
35,3,"A",2,1,4,0,0.7,0
35,3,"B",2,1,4,1,0.7,0
35,3,"C",0,1,4,0,0,1
35,4,"A",3,1,4,0,0.9,1
35,4,"B",1,1,4,0,0.5,0
35,4,"C",0,1,4,0,0,0
35,5,"A",1,1,4,0,0.5,0
35,5,"B",3,1,4,1,0.5,1
35,5,"C",0,1,4,0,0,0
35,6,"A",6,1,4,1,0.9,1
35,6,"B",6,1,4,1,0.5,0
35,6,"C",0,1,4,0,0,0
36,1,"A",2,1,3,0,0.5,1
36,1,"B",3,1,3,1,0.95,0
36,1,"C",0,1,3,0,0,0
36,2,"A",6,1,3,0,0.7,1
36,2,"B",1,1,3,1,0.95,0
36,2,"C",0,1,3,0,0,0
36,3,"A",6,1,3,0,0.95,0
36,3,"B",1,1,3,0,0.9,1
36,3,"C",0,1,3,0,0,0
36,4,"A",1,1,3,1,0.5,1
36,4,"B",2,1,3,1,0.5,0
36,4,"C",0,1,3,0,0,0
36,5,"A",1,1,3,0,0.5,0
36,5,"B",3,1,3,1,0.5,1
36,5,"C",0,1,3,0,0,0
36,6,"A",3,1,3,0,0.7,0
36,6,"B",3,1,3,0,0.7,0
36,6,"C",0,1,3,0,0,1
37,1,"A",6,1,3,0,0.5,0
37,1,"B",1,1,3,1,0.7,1
37,1,"C",0,1,3,0,0,0
37,2,"A",1,1,3,0,0.9,1
37,2,"B",1,1,3,1,0.7,0
37,2,"C",0,1,3,0,0,0
37,3,"A",3,1,3,1,0.5,1
37,3,"B",6,1,3,0,0.95,0
37,3,"C",0,1,3,0,0,0
37,4,"A",1,1,3,0,0.9,1
37,4,"B",3,1,3,1,0.7,0
37,4,"C",0,1,3,0,0,0
37,5,"A",6,1,3,0,0.7,0
37,5,"B",3,1,3,0,0.9,1
37,5,"C",0,1,3,0,0,0
37,6,"A",3,1,3,1,0.5,0
37,6,"B",2,1,3,1,0.95,1
37,6,"C",0,1,3,0,0,0
38,1,"A",6,1,2,0,0.9,0
38,1,"B",1,1,2,1,0.7,1
38,1,"C",0,1,2,0,0,0
38,2,"A",1,1,2,1,0.5,0
38,2,"B",2,1,2,0,0.9,1
38,2,"C",0,1,2,0,0,0
38,3,"A",1,1,2,1,0.7,1
38,3,"B",3,1,2,1,0.9,0
38,3,"C",0,1,2,0,0,0
38,4,"A",1,1,2,0,0.5,0
38,4,"B",6,1,2,1,0.95,1
38,4,"C",0,1,2,0,0,0
38,5,"A",6,1,2,1,0.9,0
38,5,"B",2,1,2,0,0.95,1
38,5,"C",0,1,2,0,0,0
38,6,"A",3,1,2,1,0.9,1
